Unidade,Segmento,Família,Código Produto,Produto Descontinuado,UF Origem,Data,Substituto Direto,Indicação,Subs. Troca Expressa
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4842512,Inversor EGT 75000 MAX G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4842785,Micro Inversor de Tensão Monofásico 1600W 220V EGT1600 MICRO,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4842827,ESTRUTURA FOTOVOLTAICO PRESILHA T P/MICROINVERSOR,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4842841,Módulo Fotovoltaico Monocristalino EMSC 555 HC,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4842857,Conector MC4 Par,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4842872,Micro Inversor de Tensão MONOF 2000W 220V EGT 2000 MICRO,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4846000,Inversor EGT 20000 MAX,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4846001,Inversor EGT 25000 MAX,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847001,Estrutura Fix Fibrocimento 30mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847002,Estrutura Fix Cerâmica 30mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847003,Estrutura de junção (grampo+trilho) 30mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847004,Mini-Trilho Telha Metálica,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847005,Perfil Telha Cerâmica/Fibro,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847009,Módulo EMSZ 430M HC,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847010,Módulo EMSZ 335P DG,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847011,Grampo Final 30mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847012,Grampo Intermediario 30mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847013,Estrutura Fixação Triângulo p/Laje,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847028,Módulo Policristalino EMSH 335P,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847034,Módulo Monocristalino EMSJ 445M HC,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847036,Módulo Monocristalino EMSZ 430M HC,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4847300,Estrutura de Solo para 4 módulos,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4848001,Acessórios p/ Estrutura de Solo 4 Módulos,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4848005,Stringbox 1000V 4 Entradas 4 Saídas,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4848006,Perfil metálico 4400mm (par),SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4848755,Protetor Eletrico Stringbox 1000V 4E-2S,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4848757,Capa Plástica Proteção Conector AC do Microinversor,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4848758,Conector AC Fêmea p/ Microinversor,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849578,Protetor Elétrico Stringbox 600V 2-1 Entradas 1 Saída,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849579,Perfil met 2600mm (1 par - modo paisagem),SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849580,"Perfil met 2400mm - par (telhado Cerâmica, Fibrocimento e Metálica)",SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849584,Estr Fixação Telha Metálica (10un - minitrilho),SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849585,Perfil met 2400mm (unit - modo retrato),SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849586,Perfil met 2600mm (unit - modo paisagem),SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849589,Perfil met 2400mm (1 par - modo retrato),SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849590,Estr Fixação Triângulo Laje 2450x1150mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849591,Acessório p/ estrutura de Solo 4 Módulos 3 Perfis,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849593,"Inversor On Grid 8,0kW EGT 8000 PRO G2",SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849594,Inversor On Grid 10kW EGT 10000 PRO G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849596,Inversor On Grid 12kW EGT 12000 MAX G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849597,Inversor On Grid 15kW EGT 15000 MAX G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849598,Inversor On Grid 15kW EGT 15000 MAX 220V G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849599,Inversor On Grid 20kW EGT 20000 MAX 220V G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849840,Cabo Solar Preto 1KVca 4mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849841,Cabo Solar Vermelho 1KVca 4mm,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849842,Inversor On Grid 33kW EGT 33000 MAX G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849843,Inversor On Grid 40kW EGT 40000 MAX G2,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,Gerador Fotovoltaico On Grid,4849900,Estrutura Fix Metálica 30mm,SC e PE,jun.-25, - , - , - 
ENERGIA,Nobreaks,Baterias,4860007,EB 1226,SC,jun.-25, - ,4860008 - Bateria Elétrica Estácionária PB-ACIDO 12V 36AH EB 1236, - 
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990150,IMPACTAS 94/140/220/300,SC,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,-,5840019,Gerador Solar On Grid 600W 220V Micro - 1 Módulo 335W,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,-,5840020,Gerador Solar On Grid 600W 220V Micro - 2 Módulos 335W,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,-,5840021,Gerador Solar On Grid 1200W 220V Micro - 2 Módulos 335W,SC e PE,jun.-25, - , - , - 
ENERGIA SOLAR,Solar On Grid,-,5840022,Gerador Solar On Grid 1200W 220V Micro - 4 Módulos 335W,SC e PE,jun.-25, - , - , - 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950275,CAMERA IP DE VIDEO VIP 9425 DUAL SD IA FT,SC,mai.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,1950457,SUPORTE P/CAMERA SUSTENTACAO XSE7011 FT,SC,mai.-25, - , - , - 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950485,CAMERA DE VIDEO IP BULLET VIP 7450 Z A FT,SC,mai.-25,4950668 - CAMERA IP BULLET VIP 5450 Z TL FT, - ,4950668 - CAMERA IP BULLET VIP 5450 Z TL FT
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4560039,VHD 1230 BLACK - G7 - FULL HD - MULTI HD®,AM,mai.-25,4560088 - CÂMERA DE TV VHD 1230 B BLACK G8,4560088 - CÂMERA DE TV VHD 1230 B BLACK G8,4560088 - CÂMERA DE TV VHD 1230 B BLACK G8
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563301,CAMERA DE VIDEO IP BULLET VIP 7260 LPR IA FT G2,AM,mai.-25,4950261 - CAMERA DE VIDEO IP VIP 74120 LPR IA FT, - , - 
SEGURANCA ELETRONICA,Gerenciamento de Imagem,NVR,4580787,Gravador Dig. de Vídeo NVD 1416 AM,AM,mai.-25,4581218 - GRAVADOR DIG DE VIDEO NVD 1516, - , - 
VAREJO,Fechaduras digitais,Fechaduras Digitais,4670003,FECHADURA SMART DE EMBUTIR C/ MACANETA IFR 3000,SC,mai.-25, - ,4670007 - Fechadura Smart de Embutir c/Maçaneta IFR 7000-Preta, - 
VAREJO,Fechaduras digitais,Fechaduras Digitais,4670013,FECHADURA SMART DE EMBUTIR S/ MACANETA IFR 3001,SC,mai.-25, - ,4670032 - FECHADURA DIGITAL INTELIGENTE EMBUTIR S/MACANETA MFR 7001 PT, - 
VAREJO,Fechaduras digitais,Fechaduras Digitais,4670024,FECHADURA SMART DE SOBREPOR IFR 2020,SC,mai.-25,4670051 - FECHADURA INTELIGENTE DE SOBREPOR MFD 2020 CHAMPANHE,4670051 - FECHADURA INTELIGENTE DE SOBREPOR MFD 2020 CHAMPANHE,4670051 - FECHADURA INTELIGENTE DE SOBREPOR MFD 2020 CHAMPANHE
VAREJO,Fechaduras digitais,Fechaduras Digitais,4670620,FR 620,SC,mai.-25, - ,"4670059 - FECHADURA INTELIGENTE PUSH & PULL DE EMBUTIR MFR 6300 CINZA
","4670059 - FECHADURA INTELIGENTE PUSH & PULL DE EMBUTIR MFR 6300 CINZA
"
VAREJO,Fechaduras digitais,Fechaduras Digitais,4670630,FR 630,SC,mai.-25, - ,"4670059 - FECHADURA INTELIGENTE PUSH & PULL DE EMBUTIR MFR 6300 CINZA
", - 
CONTROLE DE ACESSOS,Controle de Acesso Residencial,Fechaduras Eletricas,4679000,FX 2000 CINZA,SC,mai.-25,4679060 - Fechadura Elétrica FX 1500 Cinza,4679060 - Fechadura Elétrica FX 1500 Cinza,4679060 - Fechadura Elétrica FX 1500 Cinza
CONTROLE DE ACESSOS,Controle de Acesso Residencial,Fechaduras Eletricas,4679001,FX 2000 PRETA,SC,mai.-25,4679061 - Fechadura Elétrica FX 1500 Preta,4679061 - Fechadura Elétrica FX 1500 Preta,4679061 - Fechadura Elétrica FX 1500 Preta
REDES,Redes Empresariais,Wifi Empresarial,4750148,"ROTEADOR ACCESS POINT S/FIO 2,4 E 5GHZ AP 3000 AX OUTDOOR",SC,mai.-25, - , - , - 
REDES,Redes Empresariais,Wifi Empresarial,4750149,ROTEADOR ACCESS POINT S/FIO 2.4 E 5GHZ AP 3000 AX,SC,mai.-25, - , - , - 
REDES,Redes Empresariais,Wifi Empresarial,4750178,ROTEADOR EMPRESARIAL WIFI AP 1800 AX,SC,mai.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4780048,VEX 1050 USB G2,SC,mai.-25, - , - , - 
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4842842,Bateria Estacionaria Selada Calcio Estanho Prata 12V 63A,SC,mai.-25,4860012 - Bateria Elétrica Estácionária PB-ACIDO 12V 60AH EB 1260, - , - 
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4845013,Bateria Estacionaria Chumbo Estanho Prata 12V 105A,SC,mai.-25,4860021 - BATERIA ESTACIONARIA CHUMBO ACIDO 12V 105AH BCE 12-105, - , - 
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4845014,Bateria Estacionaria Chumbo Estanho Prata 12V 150A,SC,mai.-25,4860019 - BATERIA ESTACIONARIA CHUMBO ACIDO 12V 150AH BCE 12-150, - , - 
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4845015,Bateria Estacionaria Chumbo Estanho Prata 12V 220A,SC,mai.-25,4860020 - BATERIA ESTACIONARIA CHUMBO ACIDO 12V 220AH BCE 12-220, - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4850020,CONEX 1000 CLIP 3 VIAS 4MM 4PCS,SC,mai.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4850025,CONEX 1000 CLIP 2 VIAS 4MM 6PCS,SC,mai.-25, - , - , - 
SEGURANCA ELETRONICA,CFTV IP,Softwares e Solucoes Corporativas,9940940,LICENCA DEFENSE IA LITE-CONEXAO DE EVENTOS,SC,mai.-25, - , - , - 
SEGURANCA ELETRONICA,Drones,Drones,9100182,LICENÇA DJI TERRA UPGRADE AND MAINTENANCE FEE (PRO OVERSEAS PERMANENT 1DEVICE),SC,mai.-25,9100287 - LIC DJI TERRA UPGRADE/MAINTENANCE FEE, - , - 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950188,DISPOSITIVO DE MEDICAO DE TEMPERATURA DMT 7200 FT,SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950195,"APARELHO RADIODETECCAO DE 24,15GHZ RAD 7300 FT",SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950277,"APARELHO RADIODETECCAO DE 24,15GHZ RAD 7450 FT",SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,1950403,CAMERA IP DE VIDEO VIP 9320 IA FT,SC,abr.-25,4950684 - CAMERA IP DE VIDEO VIP 9420 IA FT,4950684 - CAMERA IP DE VIDEO VIP 9420 IA FT,4950684 - CAMERA IP DE VIDEO VIP 9420 IA FT
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,1950432,BCM 5000 Defense,SC,abr.-25,4560055 - CAMERA DE VIDEO PORTATIL BCM 1035 128GB, - , - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,1950478,BATERIA BCM 5000 DEFENSE IA,SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,1950600,MODULO DE CARGA E TRANSFERENCIA MCT 9008,SC,abr.-25, - ,4560168 - MODULO CARGA TRANSFERENCIA MCT 1010, - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,1950601,MODULO PRINCIPAL DE PROCESSAMENTO MPP 9032,SC,abr.-25, - ,4560168 - MODULO CARGA TRANSFERENCIA MCT 1010, - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,1980795,CINTO FIXAÇÃO,SC,abr.-25, - , - , - 
COMUNICACAO,Comunicacao Corporativa,Gateways,4340023,GW FXO,SC,abr.-25,4340013 - Gateway GW 304 O, - , - 
COMUNICACAO,Comunicacao Corporativa,Gateways,4340024,Gateway GW 208 O,SC,abr.-25,4340011 - Gateway GW 308 O, - , - 
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4504100,SCA - XRE 1000,MG,abr.-25,4500034 - Receptor de Controle XRE 1000 PLUS, - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4560044,VHD 3220 MINI D - FULL HD - MULTI-HD®,AM,abr.-25,4560077 - VHD 3220 MINI D G8,4560077 - VHD 3220 MINI D G8,4560077 - VHD 3220 MINI D G8
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4568007,CONEX 1000 P4 FÊMEA - 10 UNID,SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4568012,CONEX 1000 RCA BORNE - 10 UNID,SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4568016,MIC 3080,AM,abr.-25, - , - , - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580250,CABO AVIATION P/ RJ45 (ETHERNET),SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4600039,CARTÃO SD 128GB ULTRA,SC,abr.-25, - ,4950776 - SD CARD 256G 3K, - 
CONTROLE DE ACESSOS,Sistemas Automatizados,Automatizadores de Portoes,4661102,Centrais para automatizadores de portões,SC,abr.-25, - ,4661200 - Central Automatizador Inversora CI-2000, - 
CONTROLE DE ACESSOS,Sistemas Automatizados,Automatizadores de Portoes,4661110,Acionador Wi-Fi Smart Izy IGD 110,SC,abr.-25,4660139 - ACIONADOR WI-FI SMART MCP 1001,4660139 - ACIONADOR WI-FI SMART MCP 1001,4660139 - ACIONADOR WI-FI SMART MCP 1001
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4682007,CONTROLADOR DE ACESSO C/TECLADO NUMÉRICO SENHA LIGHT(SA100),SC,abr.-25, - ,4682036 - CONTROLADOR DE ACESSO DIGIPROX SA 202, - 
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4684004,CHAVEIRO RFID 125KHZ (TH241K),SC,abr.-25,4684012 - Chaveiro Acionado por Aproximação RFID 125kHz TH 1000, - , - 
ENERGIA SOLAR,Solar Off Grid,Energia Off Grid,4842787,ICS 5002 - Inversor carregador de tensao senoidal 4000W,SC,abr.-25,4842983 - INVERSOR CARREGADOR DE TENSAO SENOIDAL ICS 5002 G2, - , - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4950037,CAMERA VIDEO CORPORAL BCM 5000 DEFENSE 128 GB,SC,abr.-25, - ,4560055 - CAMERA DE VIDEO PORTATIL BCM 1035 128GB, - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4950038,CAMERA VIDEO CORPORAL BCM 5000 DEFENSE 64 GB,SC,abr.-25, - ,4560055 - CAMERA DE VIDEO PORTATIL BCM 1035 128GB, - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4950039,CAMERA VIDEO CORPORAL BCM 5000 DEFENSE 256 GB,SC,abr.-25, - ,4560055 - CAMERA DE VIDEO PORTATIL BCM 1035 128GB, - 
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4950256,CAMERA IP DE VIDEO BULLET VIP 7460 Z FT G2,SC,abr.-25, - , - , - 
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4950324,MCT 7008,SC,abr.-25, - ,4560168 - MODULO CARGA TRANSFERENCIA MCT 1010, - 
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990186,CONTROLLER PRO,SC,abr.-25, - ,4401042 - CHAVE DE LICENCA PARA SOFTWARE CONTROLLER PRO, - 
COMUNICACAO,Radiocomunicadores,Radios Profissionais,9940782,LICENCA SOFTWARE ATIVACAO DMR RPD 8,SC,abr.-25, - ,4160035 - RADIO COMUNICADOR PRO RPD8 UHF, - 
COMUNICACAO,Radiocomunicadores,Radios Profissionais,9940783,LICENCA SOFTWARE ATIVACAO DMR REP 25,SC,abr.-25, - ,4160048 - REPETIDORA RADIO FREQUENCIAS REP 25 VHF, - 
COMUNICACAO,Radiocomunicadores,Radios Profissionais,9940784,LICENCA SOFTWARE ATIVACAO DMR RM8,SC,abr.-25, - ,4160037 - RADIO COMUNICADOR PRO MOVEL VHF RM 8, - 
SEGURANCA ELETRONICA,Displays Profissionais,Digital Signage,1950551,TDI 7875,SC,mar.-25, - ,1950549 - TELA DIGITAL INTERATIVA TDI 7886, - 
SEGURANCA ELETRONICA,Captacao de Imagem,Drones,1981102,DRONE DJI MAVIC 3 ENTERPRISE C/3 BATERIA,SC,mar.-25, - , - , - 
CONSUMO,Comunicacao HO,Telefonia,4114203,Telefone Celular Fixo GSM CF 4202N,SC,mar.-25, - , - , - 
CONSUMO,Comunicacao HO,Telefonia,4114213,Telefone Celular Fixo GSM CFA 4212N,SC,mar.-25, - , - , - 
CONSUMO,Comunicacao HO,Projetores,4290026,PROJETOR FULL HD 3800 LUMENS PFL5210,SC,mar.-25, - , - , - 
CONSUMO,Comunicacao HO,Projetores,4290053,PROJETOR FULL HD E SMART BOX TV STICK PFLS210,SC,mar.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4560025,VHD 3230 B - G7 - FULL HD - MULTI-HD®,AM,mar.-25,-,4560081 - VHD 3230 B - GERAÇÃO 8 ,4560081 - VHD 3230 B - GERAÇÃO 8 
SEGURANCA ELETRONICA,Captacao de Imagem,Cameras Analogicas,4560030,VHD 3250 VF - G7 - FULL HD - MULTI HD®,AM,mar.-25,-,4560151 - VHD 3250 VF G8,4560151 - VHD 3250 VF G8
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580634,Gravador Dig. de Vídeo iMHDX 3132 c/HD 6TB,AM,mar.-25, - ,"4580621 - iMHDX 3132 c/HD 4TB - GRAVADOR DIGITAL INTELIGENTE DE VÍDEO - 32 CANAIS - 5MP LITE, 1080p - INTELBRAS MULTI-HD® SÉRIE 3000 - MODO NVR - RECONHECIMENTO FACIAL, DETECÇÃO INTELIGENTE DE PESSOAS E VEÍCULOS - ATÉ 02 HD - H.265+ - HDCVI + HDTVI + AHD + IP + ANALÓGICO","4580467 - iMHDX 3132 - GRAVADOR DIGITAL INTELIGENTE DE VÍDEO - 32 CANAIS - 5MP LITE, 1080p - INTELBRAS MULTI-HD® SÉRIE 3000 - MODO NVR - RECONHECIMENTO FACIAL, DETECÇÃO INTELIGENTE DE PESSOAS E VEÍCULOS - ATÉ 02 HD - H.265+ - HDCVI + HDTVI + AHD + IP + ANALÓGICO"
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580646,Gravador Dig. de Vídeo iMHDX 3108 c/HD 4TB,AM,mar.-25, - ,"4580642 - iMHDX 3108 c/HD 2TB - MANAUS - GRAVADOR DIGITAL INTELIGENTE DE VÍDEO - 08 CANAIS + 04 IP ADICIONAIS - 5MP LITE, 1080p - INTELBRAS MULTI-HD® SÉRIE 3000 - MODO NVR - RECONHECIMENTO FACIAL, DETECÇÃO INTELIGENTE DE PESSOAS E VEÍCULOS, LINHA E CERCA VIRTUAL - ATÉ 01 HD - H.265+ - HDCVI + HDTVI + AHD + IP + ANALÓGICO","4580643 - iMHDX 3108 - GRAVADOR DIGITAL INTELIGENTE DE VÍDEO - 08 CANAIS + 04 IP ADICIONAIS - 5MP LITE, 1080p - INTELBRAS MULTI-HD® SÉRIE 3000 - MODO NVR - RECONHECIMENTO FACIAL, DETECÇÃO INTELIGENTE DE PESSOAS E VEÍCULOS, LINHA E CERCA VIRTUAL - ATÉ 01 HD - H.265+ - HDCVI + HDTVI + AHD + IP + ANALÓGICO"
REDES,Redes Empresariais,Switches Nao Gerenciaveis,4710024,INJETOR GIGABITE COM POE 2P I1002G-P,SC,mar.-25,-,4710010 - INJETOR CONVERSOR POE ATIVO GIGABIT ETHERNET POE 200 AT,4710010 - INJETOR CONVERSOR POE ATIVO GIGABIT ETHERNET POE 200 AT
REDES,Redes Empresariais,Radios Banda Larga,4750104,ROTEADOR DIGITAL S/ FIO 5GHZ E 18DBI GIGA V3 - APC 5A-90,SC,mar.-25, - , - , - 
REDES,Redes Empresariais,Wifi Empresarial,4750141,AP 3000 AX Outdoor,SC,mar.-25,"4750148 - ROTEADOR ACCESS POINT S/FIO 2,4 E 5GHZ AP 3000 AX OUTDOOR","4750148 - ROTEADOR ACCESS POINT S/FIO 2,4 E 5GHZ AP 3000 AX OUTDOOR","4750148 - ROTEADOR ACCESS POINT S/FIO 2,4 E 5GHZ AP 3000 AX OUTDOOR"
REDES,Redes Empresariais,Wifi Empresarial,4750146,AP 3000 AX,SC,mar.-25,-,4750149 - ROTEADOR ACCESS POINT S/FIO 2.4 E 5GHZ AP 3000 AX,4750149 - ROTEADOR ACCESS POINT S/FIO 2.4 E 5GHZ AP 3000 AX
REDES,Redes Opticas,GPON,4780024,OLT 8820I,SC,mar.-25, - , - , - 
REDES,Redes Empresariais,Switches Gerenciaveis,4780033,Switch Gerenciável PoE 24P Giga + 4P GBIC - SG 2404 PoE L2+,SC,mar.-25,4760107 - SWITCH GERENCIAVEL 24P + 4P SFP 1000 BASE-X POE S2328G-PA, - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4780037,VEX 3120 HDMI,SC,mar.-25,4780091 - EXTENSOR HDMI + INFRAVERMELHO TX E RX VEX 3120 G2 4K, - , - 
SEGURANCA ELETRONICA,Displays Profissionais,Digital Signage,4950709,MODULO OPS MSO 7008 I7 G2,SC,mar.-25, - ,"4950144 - MODULO OPS MSO 7016 I7 G2 COM 16GB RAM, PROCESSADOR INTEL I7, WINDOWS 11 PRO ATIVADO, PARA TELA INTERATIVA", - 
SEGURANCA ELETRONICA,Displays Profissionais,Digital Signage,4950732,MODULO OPS MSO 7016 I5 G2,SC,mar.-25, - ,"4950144 - MODULO OPS MSO 7016 I7 G2 COM 16GB RAM, PROCESSADOR INTEL I7, WINDOWS 11 PRO ATIVADO, PARA TELA INTERATIVA", - 
SEGURANCA ELETRONICA,Captacao de Imagem,Drones,9970392,COMBO MAVIC 3 ENTERPRISE C/ 4 BATERIAS E HUB,SC,mar.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Drones,9970394,COMBO MAVIC 3 THERMAL C/ 4 BATERIAS E HUB,SC,mar.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Drones,9970396,COMBO MAVIC 3 MULTIESPECTRAL C/ 4 BATERIAS E HUB,SC,mar.-25, - , - , - 
SEGURANCA ELETRONICA,Captacao de Imagem,Drones,9970397,COMBO MATRICE 30 THERMAL C/ 2 BATERIAS,SC,mar.-25, - , - , - 
