Unidade,Segmento,Família,Código Produto,Produto Descontinuado,UF Origem,Data,Substituto Direto,Indicação,Subs. Troca Expressa
CONTROLE DE ACESSOS,Incendio e Iluminacao,Alarmes de Incendio,4615003,SINALIZADOR ACUSTICO VISUAL P/SDAI CONVE,SC,nov.-16,4615030 (SINALIZADOR AUDIO VISUAL CONVENCIONAL SAV 420C),-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990239,SOFTWARE MESA VIRTUAL IMPACTA,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990421,PLACA MODEM  IMPACTA 16/68 - XILINX,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990555,PLACA ETHERNET IMPACTA 140/220,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990665,PLACA MODEM IMPACTA 140/220 - XILINX,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990702,CORREIO DE VOZ IMPACTA 16/68,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990703,CORREIO DE VOZ IMPACTA 140/220,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4990704,CORREIO DE VOZ IMPACTA 16/68 ESPANHOL  ,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4992169,PLACA VOIP04P IMPACTA 140/220 Autenticac,SC,nov.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4002001,TELEFONE IP - TIP 300,SC,out.-16,-,4002010 (TIP 210),-
REDES,Redes Opticas,Roteadores,4005061,MODEM ADSL 2+ GKM 1220,SC,out.-16,-,-,-
REDES,Redes Opticas,Roteadores,4005066, ROTEADOR WIRELESS N150 – WIN 240,SC,out.-16,4760029 (WIN300),-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Captacao De Imagem,4007305,LENTE 6 - 60 M XLP0660R,SC,out.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4115010,HEADSET THS 50 INTELIGENTE,SC,out.-16,4012115 (THS50) + 4012144 (QDI 10),-,-
CONTROLE DE ACESSOS,Controle de Acesso Residencial,Porteiros Residenciais,4526800,EXTENSÃO DE AUDIO  PR1000 EA,SC,out.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563209,"VIP E5212 I - CÂMERA IP SPEED DOME FULL HD (2 MEGAPIXELS - 1080P), ZOOM ÓPTICO 12X , PoE, IK10, IP66, INTERNA",SC,out.-16,-,4563208 (VIP E5212),-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564004,"VIP S3020 - CÂMERA IP MINI BULLET HD (1 MEGAPIXEL - 720P), LENTE 3,6mm , PoE, IR DE 20 METROS, IP66",AM,out.-16,4564008 (VIP S3020 G2),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564113,"VIP E4120 - CÂMERA IP DOME HD (1.3 MEGAPIXELS - 960P), LENTE VARIFOCAL MANUAL DE 2,8 ~ 12mm, CÚPULA FUMÊ, PoE, IR INTELIGENTE DE 20 METROS",SC,out.-16,4564200 (VIP E4120),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564132,"VIP S4220 - CÂMERA IP DOME 3MP (3 MEGAPIXELS - 1536P), LENTE 3,6mm , PoE, IR DE 20 METROS",SC,out.-16,4564007 (VIP S4320),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564134,CAMERA IP VIP E4220Z,SC,out.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564145,"VIP E6400 - CÂMERA IP FISHEYE 4MP (4 MEGAPIXELS - 2592x1520), LENTE 1.18mm , PoE, ÁUDIO BIDIRECIONAL C/ MICROFONE EMBUTIDO, I/O ALARME",SC,out.-16,4564149 (VIP E6400),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564147,"VIP S4220 IK - CÂMERA IP DOME 3MP (3 MEGAPIXELS - 1536P), LENTE FIXA DE 3.6 mm, CÚPULA ANTIVANDALISMO (IK10), PoE, IR INTELIGENTE DE 20 METROS, IP66",SC,out.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564150,"VIP 1120 D - CÂMERA IP MINI DOME HD (1 MEGAPIXEL - 720P), LENTE 3.6mm , IR DE 20 METROS, IP66",SC,out.-16,4564010 (VIP 1120 D),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564151,"VIP 1120 B - CÂMERA IP MINI BULLET HD (1 MEGAPIXEL - 720P), LENTE 3.6mm , IR DE 20 METROS, IP66",SC,out.-16,4564011 (VIP 1120 B),-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564200,"VIP E4120 - CÂMERA IP DOME HD (1.3 MEGAPIXELS - 960P), LENTE VARIFOCAL MANUAL DE 2.8 ~ 12mm, CÚPULA FUMÊ, PoE, IR INTELIGENTE DE 20 METROS",SC,out.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Captacao De Imagem,4564800,Lente 2.8 ~ 12 mm XLM 2812 Megapixel ,SC,out.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4564808,LENTE 3.5 - 8 MM XLM 3580 Megapixel ,SC,out.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de Imagem,Acessorios Para CFTV,4564809,BALUN CONVERSOR XBP 301,SC,out.-16,4007607 (XBP 401 HD),4561800 (XBP 402 HD),-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565117,VHD 3130 B 6mm - Câmera Bullet Infravermelho HDCVI; 720p; 30m IR; Instalação Interna e Externa,SC,out.-16,-,4565223 (VHD 3140 VF),-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671034,Fechadura Eletroimã FS150 12V C/ KT Amelco Prata S/ Sensor,SC,out.-16,-,4671095 - Fechadura FE 20150 Prata S/ Sensor,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4672000,FECHADURA SOLENOIDE FAIL SAFE,SC,out.-16,4672002 (FECHADURA SOLENOIDE FAIL SECURE/SAFE COM CHAVE FS1010),-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4672001,FECHADURA SOLENOIDE FAIL SECURE,SC,out.-16,4672002 (FECHADURA SOLENOIDE FAIL SECURE/SAFE COM CHAVE FS1010),-,-
CONSUMO,Fechaduras digitais,Fechaduras Digitais,4674004,FECHADURA DIGITAL FR100,SC,out.-16,-,-,-
REDES,Redes Opticas,Roteadores,4750007, ROTEADOR WIRELESS NCLOUD MULTIMÍDIA N300,SC,out.-16,-,-,-
REDES,Redes Empresariais,Radios Banda Larga,4750013,WOM 5000 - CPE 5 GHz com antena de 12 dBi SiSo 1x1 (c/ SMA),SC,out.-16,4750028 (WOM 5000i),-,-
REDES,Redes Opticas,Roteadores,4750035,ROTEADOR WIRELESS WRN241 N150,SC,out.-16,4750036 (IWR 1000N) *lanç Jan,-,-
REDES,Redes Opticas,Roteadores,4760027,ROTEADOR WIRELESS WRN240 Slim N150,SC,out.-16,4750036 (IWR 1000N) *lanç Jan,-,-
REDES,Redes Opticas,Roteadores,4760028, ROTEADOR WIRELESS N300 – WRN 342 Slim,SC,out.-16,4750037 (IWR 3000N) *lanç Jan,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Acessorios Para CFTV,4810024,ADAPTADOR DE SUPORTE PARA SPEED DOME,SC,out.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010330,HEADSET INTELBRAS BIAURICULAR UCH 200 B,SC,set.-16,-,4013437 (CHS 60) + 4010275 (QDU 20),-
SEGURANCA ELETRONICA,Alarmes,Centrais de Alarme Contra Intrusao,4390191,Central de Alarme AMT 3010,MG,set.-16,4390164 (AMT 2010),-,-
CONSUMO,Comunicacao HO,Telefonia,4000089,TELEFONE SEM FIO TS80V - ROSA,SC,ago.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4000090,TELEFONE SEM FIO TS 8120 - BRANCO,SC,ago.-16,-,4128528 (TS 8520),-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4002000,TELEFONE IP - TIP 200,SC,ago.-16,4002010 (TIP 210),-,-
SEGURANCA ELETRONICA,Sensores,Sensores,4008014,Sensor Passivo IVP 3000 OD,SC,ago.-16,-,4540022 (IVP 3000 MWEX),-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4030144,TI 730i CZ,SC,ago.-16,4310003 (TI 830i),-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4061800,TELEFONE IP - TIP 200 LITE,SC,ago.-16,4002010 (TIP 210),-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4115020,HEADSET THS 50 USB,SC,ago.-16,-,4012115 (THS 50) + 4010275 (QDU 20),-
CONSUMO,Comunicacao HO,Telefonia,4120006,TELEFONE SEM FIO TS 8120 - VERMELHO,SC,ago.-16,-,4128528 (TS 8520),-
CONTROLE DE ACESSOS,Controle de Acesso Residencial,Controle de Acesso Residencial,4150002,CAMERA DE MONITORAMENTO SEM FIO EHC 101,SC,ago.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671044,Fechadura Eletroimã FS200 12V C/ KT 440 Prata,SC,ago.-16,-,4671030 -  Fechadura Eletroimã FE150 12V C/ KT 740 Prata,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671046,Fechadura Eletroimã FS200 12V C/ KT 441 Prata,SC,ago.-16,-,4671032 - Fechadura Eletroimã FE150 12V C/ KT 741 Prata,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671051,SUPORTE FECHADURA FS150 PRETO ATM C/ QUEBRA VIDRO,SC,ago.-16,-,4671063 - SUPORTE FECHADURA FS150 PRATA ATM C/ QUEBRA VIDRO,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671087,SUPORTE FECHADURA FS150 PRATA TVF C/ QUEBRA VIDRO,SC,ago.-16,-,4671029 - Fechadura Eletroimã FE150 12V C/ KT 740 Inox,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4675006,CAIXA DE EMERGÊNCIA QUEBRA VIDRO COM BOTÃO EMULADOR,SC,ago.-16,-,4675005 -  Acionador de emergência quebra vidro AS 1010,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4678003,Placa Temporizadora c/ Timer Ajustável,SC,ago.-16,-,4676010 - FONTE ALIMEN. AC/DC ININTER. 2A-FA1220S,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controle de Acesso Corporativo,4678009,"INFORMATIVO ATM ADESIVO ""APÓS AS 22:00...""",SC,ago.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controladores de Acesso,4681004,"CADASTRADOR DE MESA NEO ""USB"" LE320",SC,ago.-16,4681017 (LEITOR CADASTRADOR BIOMÉTRICO CM302),-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Controle de Acesso Corporativo,4682020,Controlador de Acesso Básica (CB232/RS232/Wieg/Manchester),SC,ago.-16,-,4681000 - CONTROLADOR DE ACESSO DIGIPROX SA 200,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4700002,TELEFONE IP - TIP 100,SC,ago.-16,4060009 (TIP 120),-,-
COMUNICACAO,Comunicacao Corporativa,Terminais Corporativos,4700007,TELEFONE IP - TIP 100 POE,SC,ago.-16,4002010 (TIP 210),4060009 (TIP 120),-
CONSUMO,Comunicacao HO,Comunicacao HO,4000033,INTELBRAS CONFERENCE,SC,jul.-16,-,-,-
REDES,Redes Opticas,Redes Opticas,4005004,PLACA DE REDE PCI FAST ETHERNET - PEF132,SC,jul.-16,-,-,-
REDES,Redes Opticas,Redes Opticas,4005008,PLACA DE REDE PCI GIGABIT ETHERNET - PEG,SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562017,VM S5050 IR 6mm - Câmera Bullet Infravermelho; 760H=600TVL; 50m IR; Instalação Interna e Externa,AM,jul.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562030,"VMD 3120 IR 2,8mm - Câmera Dome Metálica Infravermelho; 960H=720TVL; 20m IR; Instalação Interna e Externa",AM,jul.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562114,VM 3130 IR 6mm - Câmera Bullet Infravermelho; 960H=720TVL; 30m IR; Instalação Interna e Externa,SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4563111,VHD 3012 SD - Speed Dome HDCVI; 720p; Zoom Óptico 12x; Zoom Digital 8x; Instalação Interna e Externa,SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4563112,VHD 3020 SD - Speed Dome HDCVI; 720p; Zoom Óptico 20x; Zoom Digital 10x; Instalação Interna e Externa,SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4563113,VHD 5020 SD IR- Speed Dome HDCVI; 1080p; 100m de IR; Zoom Óptico 20x; Zoom Digital 10x; Instalação Interna e Externa,SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4563122,VHD 3012 SD C/ Suporte - Speed Dome HDCVI C/ Suporte de Parede; 720p; Zoom Óptico 12x; Zoom Digital 8x; Instalação Interna e Externa,SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563205,"VIP E5220 - CÂMERA IP SPEED DOME FULL HD (2 MEGAPIXELS - 1080P), 20X ZOOM ÓPTICO, 16X ZOOM DIGITAL, IP66",AM,jul.-16,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580047,"SIS.RAST.E GER.VEICULAR MVD 3004 C/SD - DVR Veicular de 4 canais c/ entradas para sensores , software de gerenciamento de frota e cartão SD de 32Gb",SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580075,"SIS.RAST.E GER.VEICULAR MVD 5004 G C/HD - DVR Veicular de 4 canais c/ entradas para sensores , software de gerenciamento de frota,  HD de memória de 500 Gb, com módulo 3G",SC,jul.-16,-,-,-
SEGURANCA ELETRONICA,Monitoramento e rastreamento,TMR - Tecnologias Monit. e Rastreamento,4580207,"S.RAST.E GER.VEICULAR MVD 3004 G - DVR Veicular de 4 canais c/ entradas para sensores ,com módulo 3G",SC,jul.-16,-,-,-
CONTROLE DE ACESSOS,Incendio e Iluminacao,Alarmes de Incendio,4613523,DETECTOR DE FUMAÇA CONVENCIONAL DFC 320 ,SC,jul.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4000068,TELEFONE SEM FIO TS80V - PRETO,SC,jun.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4000070,TELEFONE SEM FIO TS80V - CORAL,SC,jun.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4000071,TELEFONE SEM FIO TS80V - BRANCO,SC,jun.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4080331,TELEFONE SEM FIO TS40C PT VITRINE,SC,jun.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4110021,CELULAR FIXO GSM CSA5112,SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4562116,"VM 3140 VF - Câmera Bullet Varifocal Infravermelho; 960H=720TVL; 30m IR; 2,8 a 12mm; Instalação Interna e Externa",SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564133,"VIP S4200 - CÂMERA IP MINI DOME FULL HD (2 MEGAPIXELS - 1080P), LENTE 2,8mm , PoE, CASE METÁLICO",SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565112,VHD 1120 D 3.6mm - Câmera Dome Infravermelho HDCVI; 720p; 20m IR; Instalação Interna,SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565113,VHD 1120 B 3.6mm - Câmera Bullet Infravermelho HDCVI; 720p; 20m IR; Instalação Interna e Externa,SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565207,"VHD 3120 B 3,6mm - Câmera Bullet Infravermelho HDCVI; 720p; 20m IR; Instalação Interna e Externa",AM,jun.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565208,"VHD 3130 B 3,6mm - Câmera Bullet Infravermelho HDCVI; 720p; 30m IR; Instalação Interna e Externa",AM,jun.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565209,VHD 1120 B 3.6mm - Câmera Bullet Infravermelho HDCVI; 720p; 20m IR; Instalação Interna e Externa,AM,jun.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565210,VHD 1120 D 3.6mm - Câmera Dome Infravermelho HDCVI; 720p; 20m IR; Instalação Interna,AM,jun.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580125,GRAVADOR DIG. DE IMAGEM HDCVI 1016 - DVR Tribrido (HDCVI + Analogic. + IP) de 16 Canais 720/15FPS,SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,-,4580142,GRAVADOR DIG. DE IMAGEM HDCVI 1016 C/ HD 3TB - DVR Tribrido (HDCVI + Analogic. + IP) de 16 Canais 720/15FPS c/ HD 3TB,SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580159,GRAVADOR DIG. DE IMAGEM HDCVI 1016 C/ HD 3TB - DVR Tribrido (HDCVI + Analogic. + IP) de 16 Canais 720/15FPS c/ HD 3TB,SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580178,GRAVADOR DIG. DE IMAGEM HDCVI 1016 C/ HD 1TB - DVR Tribrido (HDCVI + Analogic. + IP) de 16 Canais 720/15FPS c/ HD 1TB,SC,jun.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580180,GRAVADOR DIG. DE IMAGEM HDCVI 1016 C/ HD 1TB - DVR Tribrido (HDCVI + Analogic. + IP) de 16 Canais 720/15FPS c/ HD 1TB,SC,jun.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Conferencia e Colaboracao,4010278,PROTETOR AURICULAR COURINO AP3604 KIT 10,SC,mai.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,-,4010329,HEADSET INTELBRAS MONOAURICULAR UCH 200,SC,mai.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4045157,TELEFONE PREMIUM PR 100MS,SC,mai.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4070405,TELEFONE SEM FIO TS60V CZ,SC,mai.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4110005,CELULAR FIXO GSM SEM FIO CS5140 INTELBRAS,SC,mai.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4110010,APARELHO TELEFÔNICORAMAL DECT SEM FIO  CS5141  INTELBRAS,SC,mai.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4110014,ANTENA YAGI - AC 2014 - INTELBRAS,SC,mai.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4400074,PLACA 16 RA CHAMP IMPACTA 94/140/220/300,SC,mai.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4400076,CABO C/CONECTOR CHAMP 50 VIAS 15 METROS,SC,mai.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4400149,PLACA 24 RA CHAMP IMPACTA 94/140/220/300,SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564129,"VIP S4020 - CÂMERA IP DOME HD (1 MEGAPIXEL - 720P), LENTE 3,6mm , PoE, IR DE 20 METROS",SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564131,"VIP S3230 - CÂMERA IP MINI BULLET FULL HD (2 MEGAPIXELS - 1080P), LENTE 3,6mm , PoE, IR DE 30 METROS, IP66",SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564140,"VIP S4120 VF - CÂMERA IP DOME HD (1.3 MEGAPIXELS - 960P), LENTE VARIFOCAL MANUAL DE 2,7 ~ 12mm, CÚPULA ANTIVANDALISMO (IK10), PoE, IR INTELIGENTE DE 20 METROS, IP66",SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4565206,"VHD 3120 D 2,8mm - Câmera Dome Infravermelho HDCVI; 720p; 20m IR; Instalação Interna e Externa",AM,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580123,GRAVADOR DIG. DE IMAGEM HDCVI 1004 - DVR Tribrido (HDCVI + Analogic. + IP) de 4 Canais 720/15FPS,SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580124,GRAVADOR DIG. DE IMAGEM HDCVI 1008 - DVR Tribrido (HDCVI + Analogic. + IP) de 8 Canais 720/15FPS,SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580139,GRAVADOR DIG. DE IMAGEM HDCVI 1004 - DVR Tribrido (HDCVI + Analogic. + IP) de 4 Canais 720/15FPS c/ HD 1TB,AM,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580141,GRAVADOR DIG. DE IMAGEM HDCVI 1008 C/ HD 2TB - DVR Tribrido (HDCVI + Analogic. + IP) de 8 Canais 720/15FPS c/ HD 2TB,AM,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,-,4580144,GRAVADOR DIG. DE IMAGEM HDCVI 1004 - DVR Tribrido (HDCVI + Analogic. + IP) de 4 Canais 720/15FPS,AM,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580145,GRAVADOR DIG. DE IMAGEM HDCVI 1008 - DVR Tribrido (HDCVI + Analogic. + IP) de 8 Canais 720/15FPS,AM,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580156,GRAVADOR DIG. DE IMAGEM HDCVI 1004 - DVR Tribrido (HDCVI + Analogic. + IP) de 4 Canais 720/15FPS c/ HD 1TB,SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580158,GRAVADOR DIG. DE IMAGEM HDCVI 1008 C/ HD 2TB - DVR Tribrido (HDCVI + Analogic. + IP) de 8 Canais 720/15FPS c/ HD 2TB,SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580179,GRAVADOR DIG. DE IMAGEM HDCVI 1008 C/ HD 1TB - DVR Tribrido (HDCVI + Analogic. + IP) de 8 Canais 720/15FPS c/ HD 1TB,SC,mai.-16,-,-,-
SEGURANCA ELETRONICA,Gerenciamento de Imagem,DVR,4580181,GRAVADOR DIG. DE IMAGEM HDCVI 1008 C/ HD 1TB - DVR Tribrido (HDCVI + Analogic. + IP) de 8 Canais 720/15FPS c/ HD 1TB,AM,mai.-16,-,-,-
CONSUMO,Comunicacao HO,Comunicacao HO,4000037,RADIO COM FRS INTELBRAS TWIN 9.6 PRT,SC,abr.-16,-,-,-
REDES,Redes Opticas,Roteadores,4005067,ROTEADOR WIRELESS N 150 Mbps ADSL 2+ GWM 2420 N,SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Acessorios Para CFTV,4007160,SUPORTE DE QUINA PARA SPEED DOME (BRACKET),SC,abr.-16,-,-,-
CONSUMO,Comunicacao HO,Telefonia,4115000,INTERFACE CELULAR GSM - ITC4000I INTELBR,SC,abr.-16,-,-,-
COMUNICACAO,Comunicacao Corporativa,Centrais Telefonicas,4320043,CENTRAL DIGITAL IMPACTA RACK 220 - BASIC,SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Acessorios Para CFTV,4395010,CABO BNC PARA AS MINI CAMERAS ,SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,Sensores,Sensores,4540001,Sensor Ativo IVA 3060 DIGITAL,SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,Sensores,Sensores,4540002,Sensor Ativo IVA 3100 DIGITAL,SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4561101,"VP S640 IR - Câmera Profissional Bullet Infravermelho; 760H=650TVL; 2,8 à 12mm; 40m IR; Instalação Interna e Externa",SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4561102,"VPD S640 IR - Câmera Profissional Dome Infravermelho; 760H=650TVL; 2,8 à 12mm; 40m IR; Instalação Interna e Externa",SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,Captacao de imagem,Cameras Analogicas,4561105,"VP E730 IR - Câmera Profissional Bullet Infravermelho; 960H=700TVL; 2,8 à 12mm; 30m IR; Instalação Interna e Externa",SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4563106,"VIP S5036 - CÂMERA IP SPEED DOME D1, 36X ZOOM ÓPTICO, 16X ZOOM DIGITAL, IP66",SC,abr.-16,-,-,-
SEGURANCA ELETRONICA,CFTV IP,Cameras IP,4564111,"VIP E4220Z - CÂMERA IP DOME FULL HD (2 MEGAPIXELS - 1080P), LENTE VARIFOCAL MOTORIZADA DE 3,3 ~ 9mm COM AJUSTE AUTOMÁTICO DE FOCO, CÚPULA ANTIVANDALISMO (IK10), PoE, IR DE 20 METROS, IP66",SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671008,Fecha Eletroímã FS200 INOX 12V C/ Sensor Bipart,SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,-,4671009,Fecha Eletroímã FS200 INOX 24V C/ Sensor Bipart,SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,-,4671010,Fecha Eletroímã FS200 Prata 12V C/ Sensor Bipart,SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,-,4671015,Fecha Eletroímã CLEAN 100 12V C/ ABA REBAIX,SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,-,4671016,Fecha Eletroímã CLEAN 100 24V C/ ABA REBAIX,SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,-,4671017,Fecha Eletroímã CLEAN 50 12V C/ ABA REBAIX,SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,Fechaduras Eletroimas,4671038,Fecha Eletroimã FS150 12V C/ KT Elit Prata C/Sens,SC,abr.-16,-,-,-
CONTROLE DE ACESSOS,Controle de Acesso Corporativo,-,4671041,Fecha Eletroimã FS200 12V C/ KT 443 Inox,SC,abr.-16,-,-,-
